SIFT_0,SIFT_1,SIFT_2,SIFT_3,SIFT_4,SIFT_5,SIFT_6,SIFT_7,SIFT_8,SIFT_9,SIFT_10,SIFT_11,SIFT_12,SIFT_13,SIFT_14,SIFT_15,SIFT_16,SIFT_17,SIFT_18,SIFT_19,SIFT_20,SIFT_21,SIFT_22,SIFT_23,SIFT_24,SIFT_25,SIFT_26,SIFT_27,SIFT_28,SIFT_29,SIFT_30,SIFT_31,SIFT_32,SIFT_33,SIFT_34,SIFT_35,SIFT_36,SIFT_37,SIFT_38,SIFT_39,SIFT_40,SIFT_41,SIFT_42,SIFT_43,SIFT_44,SIFT_45,SIFT_46,SIFT_47,SIFT_48,SIFT_49,SIFT_50,SIFT_51,SIFT_52,SIFT_53,SIFT_54,SIFT_55,SIFT_56,SIFT_57,SIFT_58,SIFT_59,SIFT_60,SIFT_61,SIFT_62,SIFT_63,SIFT_64,SIFT_65,SIFT_66,SIFT_67,SIFT_68,SIFT_69,SIFT_70,SIFT_71,SIFT_72,SIFT_73,SIFT_74,SIFT_75,SIFT_76,SIFT_77,SIFT_78,SIFT_79,SIFT_80,SIFT_81,SIFT_82,SIFT_83,SIFT_84,SIFT_85,SIFT_86,SIFT_87,SIFT_88,SIFT_89,SIFT_90,SIFT_91,SIFT_92,SIFT_93,SIFT_94,SIFT_95,SIFT_96,SIFT_97,SIFT_98,SIFT_99,SIFT_100,SIFT_101,SIFT_102,SIFT_103,SIFT_104,SIFT_105,SIFT_106,SIFT_107,SIFT_108,SIFT_109,SIFT_110,SIFT_111,SIFT_112,SIFT_113,SIFT_114,SIFT_115,SIFT_116,SIFT_117,SIFT_118,SIFT_119,SIFT_120,SIFT_121,SIFT_122,SIFT_123,SIFT_124,SIFT_125,SIFT_126,SIFT_127,Label
16.0,0.0,0.0,0.0,31.0,2.0,0.0,4.0,152.0,0.0,0.0,0.0,33.0,28.0,9.0,80.0,11.0,0.0,0.0,0.0,138.0,90.0,7.0,17.0,1.0,0.0,0.0,0.0,12.0,9.0,3.0,13.0,39.0,0.0,0.0,2.0,41.0,0.0,0.0,3.0,152.0,7.0,1.0,4.0,45.0,34.0,2.0,59.0,34.0,2.0,1.0,13.0,152.0,147.0,2.0,15.0,1.0,0.0,0.0,1.0,34.0,24.0,4.0,8.0,37.0,3.0,0.0,3.0,42.0,0.0,0.0,0.0,152.0,71.0,10.0,31.0,36.0,3.0,0.0,4.0,27.0,17.0,10.0,119.0,152.0,16.0,0.0,1.0,0.0,0.0,2.0,15.0,45.0,4.0,0.0,0.0,25.0,1.0,0.0,3.0,33.0,0.0,0.0,0.0,152.0,21.0,1.0,8.0,25.0,4.0,0.0,2.0,18.0,5.0,1.0,20.0,129.0,42.0,0.0,1.0,0.0,0.0,1.0,3.0,25.0,21.0,5.0,0.0,pompoms
19.0,0.0,0.0,0.0,32.0,3.0,0.0,4.0,153.0,0.0,0.0,0.0,31.0,30.0,10.0,79.0,10.0,0.0,0.0,0.0,128.0,95.0,8.0,16.0,2.0,0.0,0.0,0.0,10.0,10.0,4.0,29.0,43.0,0.0,0.0,1.0,44.0,0.0,0.0,3.0,153.0,7.0,1.0,3.0,42.0,37.0,3.0,62.0,31.0,2.0,1.0,11.0,153.0,153.0,5.0,16.0,5.0,1.0,0.0,1.0,24.0,24.0,7.0,24.0,41.0,3.0,0.0,1.0,46.0,0.0,0.0,0.0,153.0,68.0,9.0,28.0,36.0,3.0,0.0,4.0,28.0,16.0,9.0,108.0,153.0,19.0,0.0,1.0,2.0,2.0,3.0,10.0,32.0,5.0,0.0,2.0,28.0,1.0,0.0,3.0,35.0,0.0,0.0,0.0,153.0,17.0,1.0,6.0,25.0,6.0,1.0,3.0,21.0,4.0,1.0,17.0,125.0,52.0,1.0,1.0,0.0,1.0,2.0,2.0,19.0,21.0,3.0,0.0,pompoms
46.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,214.0,3.0,0.0,1.0,1.0,0.0,0.0,31.0,102.0,6.0,2.0,31.0,28.0,7.0,2.0,13.0,7.0,9.0,6.0,11.0,6.0,2.0,1.0,3.0,67.0,0.0,0.0,1.0,12.0,1.0,0.0,2.0,214.0,8.0,0.0,1.0,1.0,1.0,0.0,33.0,113.0,7.0,3.0,12.0,31.0,39.0,3.0,17.0,4.0,1.0,0.0,2.0,7.0,12.0,9.0,19.0,72.0,1.0,0.0,1.0,12.0,0.0,0.0,1.0,214.0,54.0,3.0,1.0,1.0,0.0,0.0,8.0,98.0,38.0,22.0,17.0,9.0,3.0,0.0,13.0,9.0,0.0,1.0,3.0,3.0,2.0,17.0,36.0,56.0,0.0,0.0,1.0,8.0,1.0,0.0,6.0,214.0,5.0,0.0,0.0,0.0,0.0,0.0,33.0,108.0,4.0,1.0,0.0,0.0,0.0,0.0,35.0,23.0,4.0,0.0,0.0,0.0,0.0,6.0,25.0,pompoms
27.0,1.0,0.0,1.0,28.0,0.0,0.0,0.0,170.0,50.0,7.0,20.0,33.0,5.0,0.0,10.0,60.0,20.0,8.0,90.0,170.0,30.0,1.0,7.0,53.0,13.0,2.0,4.0,15.0,5.0,1.0,21.0,33.0,0.0,0.0,3.0,38.0,0.0,0.0,1.0,170.0,20.0,2.0,9.0,36.0,10.0,2.0,17.0,65.0,10.0,2.0,29.0,161.0,92.0,4.0,7.0,41.0,28.0,4.0,1.0,12.0,15.0,2.0,3.0,33.0,1.0,0.0,4.0,38.0,0.0,0.0,0.0,170.0,44.0,2.0,9.0,23.0,2.0,0.0,3.0,54.0,18.0,4.0,33.0,157.0,30.0,0.0,1.0,17.0,12.0,1.0,1.0,41.0,10.0,0.0,1.0,23.0,1.0,0.0,2.0,29.0,0.0,0.0,1.0,170.0,27.0,4.0,6.0,11.0,0.0,0.0,3.0,32.0,12.0,6.0,37.0,61.0,1.0,0.0,0.0,2.0,7.0,2.0,4.0,31.0,6.0,0.0,0.0,pompoms
27.0,1.0,0.0,1.0,28.0,0.0,0.0,0.0,170.0,48.0,7.0,20.0,32.0,5.0,0.0,10.0,64.0,20.0,8.0,86.0,170.0,30.0,2.0,8.0,77.0,16.0,0.0,4.0,11.0,4.0,2.0,27.0,34.0,0.0,0.0,3.0,37.0,0.0,0.0,1.0,170.0,18.0,2.0,8.0,35.0,11.0,2.0,19.0,70.0,10.0,2.0,27.0,142.0,97.0,5.0,9.0,63.0,40.0,3.0,1.0,9.0,13.0,3.0,4.0,34.0,1.0,0.0,3.0,39.0,0.0,0.0,0.0,170.0,41.0,2.0,8.0,23.0,2.0,0.0,4.0,56.0,17.0,4.0,29.0,149.0,30.0,1.0,2.0,12.0,31.0,5.0,3.0,39.0,8.0,1.0,1.0,23.0,1.0,0.0,3.0,30.0,0.0,0.0,0.0,170.0,31.0,4.0,6.0,11.0,0.0,0.0,1.0,34.0,13.0,6.0,40.0,60.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,39.0,1.0,0.0,0.0,pompoms
68.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,209.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,108.0,7.0,1.0,1.0,0.0,1.0,3.0,15.0,7.0,2.0,4.0,4.0,10.0,16.0,1.0,1.0,89.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,209.0,5.0,0.0,0.0,0.0,0.0,2.0,51.0,99.0,3.0,1.0,2.0,7.0,16.0,21.0,46.0,6.0,1.0,1.0,13.0,21.0,9.0,2.0,2.0,88.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,209.0,39.0,1.0,0.0,0.0,0.0,0.0,6.0,101.0,36.0,12.0,10.0,11.0,6.0,1.0,5.0,0.0,1.0,1.0,22.0,52.0,3.0,0.0,0.0,60.0,4.0,0.0,1.0,8.0,0.0,0.0,0.0,209.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,35.0,3.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,63.0,34.0,0.0,0.0,0.0,pompoms
69.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,208.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,108.0,8.0,1.0,1.0,0.0,1.0,3.0,15.0,8.0,2.0,3.0,4.0,9.0,17.0,1.0,2.0,89.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,208.0,6.0,0.0,0.0,0.0,0.0,2.0,55.0,96.0,3.0,1.0,2.0,6.0,16.0,23.0,48.0,6.0,1.0,1.0,16.0,18.0,9.0,2.0,2.0,87.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,208.0,47.0,1.0,0.0,0.0,0.0,0.0,6.0,99.0,39.0,13.0,10.0,10.0,6.0,2.0,5.0,0.0,1.0,1.0,27.0,51.0,2.0,0.0,0.0,58.0,4.0,0.0,1.0,12.0,0.0,0.0,0.0,208.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,33.0,3.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,62.0,35.0,0.0,0.0,0.0,pompoms
60.0,1.0,0.0,0.0,14.0,2.0,0.0,1.0,217.0,25.0,0.0,0.0,1.0,0.0,0.0,17.0,103.0,24.0,4.0,6.0,5.0,0.0,0.0,10.0,1.0,2.0,9.0,11.0,9.0,0.0,0.0,0.0,80.0,0.0,0.0,2.0,17.0,0.0,0.0,1.0,217.0,4.0,0.0,1.0,1.0,0.0,0.0,39.0,108.0,5.0,7.0,27.0,28.0,3.0,2.0,27.0,5.0,13.0,15.0,14.0,7.0,0.0,0.0,1.0,80.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,217.0,14.0,0.0,1.0,2.0,1.0,0.0,9.0,104.0,10.0,1.0,20.0,39.0,24.0,3.0,10.0,10.0,9.0,2.0,4.0,6.0,6.0,5.0,10.0,57.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,217.0,32.0,1.0,1.0,1.0,1.0,0.0,9.0,81.0,17.0,8.0,12.0,16.0,21.0,2.0,9.0,2.0,0.0,1.0,2.0,4.0,7.0,10.0,16.0,pompoms
68.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,206.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,112.0,6.0,1.0,1.0,0.0,1.0,2.0,16.0,6.0,1.0,3.0,5.0,12.0,16.0,1.0,1.0,87.0,0.0,0.0,0.0,20.0,1.0,0.0,2.0,206.0,4.0,0.0,0.0,0.0,0.0,2.0,56.0,98.0,3.0,1.0,2.0,6.0,12.0,18.0,49.0,4.0,0.0,1.0,18.0,23.0,8.0,1.0,2.0,83.0,2.0,0.0,1.0,14.0,2.0,1.0,2.0,206.0,50.0,1.0,0.0,0.0,0.0,0.0,8.0,99.0,39.0,11.0,10.0,12.0,5.0,1.0,5.0,0.0,0.0,1.0,30.0,56.0,1.0,0.0,0.0,54.0,5.0,1.0,2.0,11.0,0.0,0.0,0.0,206.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,33.0,3.0,12.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,68.0,38.0,0.0,0.0,0.0,pompoms
32.0,2.0,0.0,1.0,48.0,1.0,0.0,0.0,168.0,55.0,4.0,20.0,37.0,5.0,0.0,7.0,61.0,20.0,6.0,68.0,139.0,25.0,1.0,9.0,115.0,19.0,0.0,2.0,5.0,2.0,0.0,25.0,37.0,1.0,0.0,4.0,62.0,0.0,0.0,1.0,168.0,16.0,1.0,6.0,35.0,15.0,4.0,25.0,70.0,9.0,1.0,17.0,108.0,108.0,8.0,13.0,94.0,54.0,2.0,0.0,5.0,10.0,2.0,4.0,37.0,2.0,0.0,5.0,59.0,0.0,0.0,0.0,168.0,44.0,2.0,6.0,26.0,3.0,0.0,6.0,59.0,17.0,4.0,20.0,138.0,40.0,1.0,3.0,20.0,50.0,6.0,3.0,31.0,8.0,0.0,1.0,24.0,2.0,0.0,5.0,44.0,0.0,0.0,0.0,168.0,39.0,3.0,5.0,13.0,0.0,0.0,0.0,38.0,16.0,5.0,33.0,63.0,1.0,0.0,0.0,0.0,13.0,7.0,6.0,38.0,2.0,0.0,0.0,pompoms
63.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,206.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,110.0,8.0,1.0,1.0,1.0,1.0,2.0,14.0,4.0,1.0,3.0,6.0,14.0,14.0,1.0,2.0,83.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,206.0,5.0,0.0,0.0,0.0,0.0,1.0,49.0,101.0,3.0,1.0,3.0,4.0,8.0,17.0,47.0,2.0,0.0,0.0,21.0,30.0,9.0,2.0,3.0,78.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,206.0,51.0,1.0,0.0,1.0,0.0,0.0,5.0,104.0,39.0,10.0,11.0,11.0,3.0,2.0,4.0,0.0,0.0,1.0,42.0,56.0,0.0,0.0,0.0,52.0,3.0,0.0,1.0,12.0,0.0,0.0,0.0,206.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,32.0,4.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,81.0,38.0,0.0,0.0,0.0,pompoms
69.0,2.0,0.0,0.0,10.0,1.0,0.0,1.0,216.0,24.0,0.0,0.0,0.0,0.0,0.0,16.0,104.0,18.0,3.0,6.0,4.0,0.0,0.0,9.0,0.0,1.0,10.0,12.0,8.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,216.0,5.0,0.0,0.0,1.0,0.0,0.0,37.0,106.0,4.0,5.0,28.0,18.0,0.0,1.0,22.0,4.0,8.0,12.0,15.0,6.0,0.0,0.0,1.0,92.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,216.0,19.0,0.0,1.0,1.0,1.0,0.0,7.0,102.0,10.0,1.0,16.0,30.0,19.0,2.0,7.0,7.0,8.0,2.0,4.0,5.0,5.0,6.0,8.0,67.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,216.0,27.0,1.0,0.0,0.0,1.0,0.0,7.0,82.0,16.0,5.0,8.0,13.0,16.0,2.0,7.0,1.0,0.0,0.0,1.0,3.0,5.0,11.0,14.0,pompoms
63.0,3.0,0.0,0.0,9.0,1.0,0.0,1.0,217.0,43.0,0.0,0.0,0.0,0.0,0.0,7.0,100.0,27.0,4.0,7.0,4.0,0.0,0.0,4.0,1.0,3.0,14.0,8.0,5.0,0.0,0.0,1.0,81.0,1.0,0.0,0.0,14.0,1.0,0.0,2.0,217.0,6.0,0.0,0.0,1.0,0.0,0.0,38.0,116.0,6.0,7.0,23.0,12.0,0.0,1.0,23.0,3.0,8.0,11.0,12.0,5.0,0.0,0.0,2.0,76.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,217.0,28.0,0.0,1.0,2.0,0.0,0.0,7.0,105.0,14.0,2.0,23.0,25.0,13.0,2.0,7.0,10.0,13.0,3.0,4.0,3.0,3.0,3.0,7.0,54.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,217.0,26.0,0.0,0.0,1.0,1.0,0.0,8.0,87.0,14.0,4.0,5.0,12.0,20.0,3.0,10.0,2.0,0.0,0.0,1.0,2.0,5.0,9.0,17.0,pompoms
57.0,5.0,0.0,0.0,11.0,1.0,0.0,0.0,217.0,48.0,0.0,0.0,1.0,0.0,0.0,7.0,102.0,30.0,4.0,7.0,3.0,0.0,0.0,3.0,2.0,3.0,15.0,9.0,4.0,0.0,0.0,1.0,76.0,0.0,0.0,1.0,14.0,0.0,0.0,2.0,217.0,6.0,0.0,0.0,1.0,0.0,0.0,38.0,119.0,7.0,9.0,24.0,10.0,0.0,0.0,21.0,4.0,10.0,13.0,12.0,4.0,1.0,1.0,3.0,74.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,217.0,24.0,0.0,1.0,2.0,1.0,0.0,7.0,106.0,13.0,2.0,23.0,23.0,14.0,2.0,7.0,12.0,16.0,4.0,4.0,3.0,3.0,3.0,7.0,53.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,217.0,25.0,0.0,0.0,1.0,1.0,0.0,8.0,87.0,14.0,4.0,5.0,12.0,20.0,3.0,10.0,2.0,0.0,0.0,1.0,2.0,4.0,9.0,20.0,pompoms
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,106.0,1.0,0.0,1.0,50.0,4.0,0.0,3.0,212.0,1.0,0.0,0.0,4.0,0.0,0.0,12.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,136.0,1.0,0.0,3.0,59.0,3.0,0.0,4.0,212.0,5.0,0.0,0.0,4.0,0.0,0.0,10.0,55.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,132.0,7.0,0.0,10.0,51.0,0.0,0.0,0.0,212.0,36.0,0.0,1.0,3.0,0.0,0.0,0.0,57.0,21.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,5.0,0.0,9.0,32.0,0.0,0.0,1.0,212.0,42.0,0.0,1.0,2.0,0.0,0.0,1.0,30.0,48.0,9.0,0.0,0.0,0.0,0.0,0.0,pompoms
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,20.0,2.0,0.0,0.0,0.0,0.0,58.0,158.0,33.0,32.0,0.0,0.0,0.0,0.0,22.0,1.0,13.0,32.0,0.0,0.0,0.0,0.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,137.0,21.0,0.0,0.0,0.0,0.0,5.0,47.0,113.0,158.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,158.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,158.0,27.0,5.0,0.0,0.0,0.0,0.0,21.0,19.0,24.0,61.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,77.0,0.0,0.0,0.0,0.0,0.0,sponges
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,159.0,32.0,3.0,0.0,0.0,0.0,0.0,43.0,154.0,40.0,45.0,0.0,0.0,0.0,0.0,17.0,2.0,18.0,40.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,159.0,45.0,0.0,0.0,0.0,0.0,2.0,31.0,128.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,159.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,37.0,10.0,0.0,0.0,0.0,0.0,8.0,11.0,25.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,91.0,0.0,0.0,0.0,0.0,0.0,sponges
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,157.0,44.0,5.0,0.0,0.0,0.0,0.0,58.0,138.0,41.0,62.0,1.0,0.0,0.0,0.0,21.0,0.0,10.0,51.0,1.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,157.0,49.0,0.0,0.0,0.0,0.0,2.0,23.0,131.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,157.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,99.0,30.0,9.0,0.0,0.0,0.0,0.0,14.0,8.0,23.0,71.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,87.0,0.0,0.0,0.0,0.0,0.0,sponges
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,49.0,42.0,75.0,1.0,0.0,0.0,0.0,0.0,89.0,172.0,12.0,0.0,0.0,0.0,0.0,0.0,172.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,43.0,40.0,3.0,0.0,0.0,0.0,0.0,23.0,20.0,172.0,41.0,0.0,0.0,0.0,0.0,13.0,81.0,129.0,11.0,0.0,0.0,0.0,0.0,86.0,58.0,0.0,0.0,0.0,0.0,0.0,4.0,82.0,10.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,19.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,sponges
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,44.0,45.0,84.0,1.0,0.0,0.0,0.0,0.0,82.0,173.0,12.0,0.0,0.0,0.0,0.0,0.0,173.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,44.0,45.0,4.0,0.0,0.0,0.0,0.0,21.0,20.0,173.0,43.0,0.0,0.0,0.0,0.0,12.0,79.0,128.0,11.0,0.0,0.0,0.0,0.0,83.0,55.0,0.0,0.0,0.0,0.0,0.0,4.0,79.0,9.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,19.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,sponges
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,49.0,34.0,80.0,1.0,0.0,0.0,0.0,0.0,101.0,177.0,14.0,0.0,0.0,0.0,0.0,0.0,177.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,32.0,39.0,4.0,0.0,0.0,0.0,0.0,17.0,14.0,177.0,45.0,0.0,0.0,0.0,0.0,13.0,73.0,126.0,21.0,0.0,0.0,0.0,0.0,87.0,43.0,0.0,1.0,1.0,1.0,0.0,0.0,81.0,6.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,sponges
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,80.0,1.0,0.0,0.0,0.0,0.0,101.0,177.0,14.0,0.0,0.0,0.0,0.0,0.0,177.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,33.0,36.0,3.0,0.0,0.0,0.0,0.0,16.0,13.0,177.0,44.0,0.0,0.0,0.0,0.0,13.0,72.0,128.0,20.0,0.0,0.0,0.0,0.0,90.0,44.0,1.0,1.0,1.0,1.0,0.0,0.0,83.0,7.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,sponges
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,29.0,76.0,1.0,0.0,0.0,0.0,0.0,92.0,173.0,13.0,0.0,0.0,0.0,0.0,0.0,173.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,39.0,32.0,2.0,0.0,0.0,0.0,0.0,18.0,15.0,173.0,38.0,0.0,0.0,0.0,0.0,13.0,75.0,134.0,12.0,0.0,0.0,0.0,0.0,94.0,54.0,0.0,0.0,0.0,0.0,0.0,2.0,91.0,9.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,20.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,sponges
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,48.0,30.0,73.0,1.0,0.0,0.0,0.0,0.0,96.0,173.0,13.0,0.0,0.0,0.0,0.0,0.0,173.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,40.0,32.0,2.0,0.0,0.0,0.0,0.0,21.0,16.0,173.0,36.0,0.0,0.0,0.0,0.0,14.0,77.0,131.0,11.0,0.0,0.0,0.0,0.0,93.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,11.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,19.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,sponges
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0,46.0,6.0,0.0,0.0,0.0,0.0,52.0,140.0,43.0,70.0,0.0,0.0,0.0,0.0,18.0,0.0,11.0,63.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,162.0,50.0,0.0,0.0,0.0,0.0,2.0,22.0,121.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,162.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,92.0,21.0,7.0,0.0,0.0,0.0,0.0,10.0,9.0,18.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,65.0,0.0,0.0,0.0,0.0,0.0,sponges
